ㅁㄴ,메뉴,아이디,배당,양,text,text2
3151,음음,음음 비프 타르타르,안국역5번 출구에서342m,영업 중22:00에 라스트오더22시 0분에 라스트오더,"단체 이용 가능, 예약, 무선 인터넷",音飮 - 음악과 와인이 공존하는 Cusine and Natural Wine * 음음은 무국적 요리에 섬세한 한식의 터치를 가미한 내추럴 와인바입니다. *와인을 주문해 주셔야 매장 이용이 가능한 점 참고 부탁드립니다. (바틀이 아닌 글라스와인 주문 시 1인 1잔 주문 필수 입니다.) * 매장 내 와인 포장 구매 시 20% 할인가로 구매 가능합니다:) *예약 인원에 변동이 있으실 경우 저희 매장 전화 혹은 네이버 톡톡으로 연락 부탁드리겠습니다 :) *콜키지 병당 3만원(매그넘 또는 증류주 6만원)
3152,음음,벽돌 치킨,안국역5번 출구에서342m,영업 중22:00에 라스트오더22시 0분에 라스트오더,"단체 이용 가능, 예약, 무선 인터넷",音飮 - 음악과 와인이 공존하는 Cusine and Natural Wine * 음음은 무국적 요리에 섬세한 한식의 터치를 가미한 내추럴 와인바입니다. *와인을 주문해 주셔야 매장 이용이 가능한 점 참고 부탁드립니다. (바틀이 아닌 글라스와인 주문 시 1인 1잔 주문 필수 입니다.) * 매장 내 와인 포장 구매 시 20% 할인가로 구매 가능합니다:) *예약 인원에 변동이 있으실 경우 저희 매장 전화 혹은 네이버 톡톡으로 연락 부탁드리겠습니다 :) *콜키지 병당 3만원(매그넘 또는 증류주 6만원)
3153,음음,애플 크럼블,안국역5번 출구에서342m,영업 중22:00에 라스트오더22시 0분에 라스트오더,"단체 이용 가능, 예약, 무선 인터넷",音飮 - 음악과 와인이 공존하는 Cusine and Natural Wine * 음음은 무국적 요리에 섬세한 한식의 터치를 가미한 내추럴 와인바입니다. *와인을 주문해 주셔야 매장 이용이 가능한 점 참고 부탁드립니다. (바틀이 아닌 글라스와인 주문 시 1인 1잔 주문 필수 입니다.) * 매장 내 와인 포장 구매 시 20% 할인가로 구매 가능합니다:) *예약 인원에 변동이 있으실 경우 저희 매장 전화 혹은 네이버 톡톡으로 연락 부탁드리겠습니다 :) *콜키지 병당 3만원(매그넘 또는 증류주 6만원)
3154,음음,트러플 라이스,안국역5번 출구에서342m,영업 중22:00에 라스트오더22시 0분에 라스트오더,"단체 이용 가능, 예약, 무선 인터넷",音飮 - 음악과 와인이 공존하는 Cusine and Natural Wine * 음음은 무국적 요리에 섬세한 한식의 터치를 가미한 내추럴 와인바입니다. *와인을 주문해 주셔야 매장 이용이 가능한 점 참고 부탁드립니다. (바틀이 아닌 글라스와인 주문 시 1인 1잔 주문 필수 입니다.) * 매장 내 와인 포장 구매 시 20% 할인가로 구매 가능합니다:) *예약 인원에 변동이 있으실 경우 저희 매장 전화 혹은 네이버 톡톡으로 연락 부탁드리겠습니다 :) *콜키지 병당 3만원(매그넘 또는 증류주 6만원)
3155,음음,연어 시가롤,안국역5번 출구에서342m,영업 중22:00에 라스트오더22시 0분에 라스트오더,"단체 이용 가능, 예약, 무선 인터넷",音飮 - 음악과 와인이 공존하는 Cusine and Natural Wine * 음음은 무국적 요리에 섬세한 한식의 터치를 가미한 내추럴 와인바입니다. *와인을 주문해 주셔야 매장 이용이 가능한 점 참고 부탁드립니다. (바틀이 아닌 글라스와인 주문 시 1인 1잔 주문 필수 입니다.) * 매장 내 와인 포장 구매 시 20% 할인가로 구매 가능합니다:) *예약 인원에 변동이 있으실 경우 저희 매장 전화 혹은 네이버 톡톡으로 연락 부탁드리겠습니다 :) *콜키지 병당 3만원(매그넘 또는 증류주 6만원)
3156,음음,전복장 골동면,안국역5번 출구에서342m,영업 중22:00에 라스트오더22시 0분에 라스트오더,"단체 이용 가능, 예약, 무선 인터넷",音飮 - 음악과 와인이 공존하는 Cusine and Natural Wine * 음음은 무국적 요리에 섬세한 한식의 터치를 가미한 내추럴 와인바입니다. *와인을 주문해 주셔야 매장 이용이 가능한 점 참고 부탁드립니다. (바틀이 아닌 글라스와인 주문 시 1인 1잔 주문 필수 입니다.) * 매장 내 와인 포장 구매 시 20% 할인가로 구매 가능합니다:) *예약 인원에 변동이 있으실 경우 저희 매장 전화 혹은 네이버 톡톡으로 연락 부탁드리겠습니다 :) *콜키지 병당 3만원(매그넘 또는 증류주 6만원)
3157,음음,뽈뽀,안국역5번 출구에서342m,영업 중22:00에 라스트오더22시 0분에 라스트오더,"단체 이용 가능, 예약, 무선 인터넷",音飮 - 음악과 와인이 공존하는 Cusine and Natural Wine * 음음은 무국적 요리에 섬세한 한식의 터치를 가미한 내추럴 와인바입니다. *와인을 주문해 주셔야 매장 이용이 가능한 점 참고 부탁드립니다. (바틀이 아닌 글라스와인 주문 시 1인 1잔 주문 필수 입니다.) * 매장 내 와인 포장 구매 시 20% 할인가로 구매 가능합니다:) *예약 인원에 변동이 있으실 경우 저희 매장 전화 혹은 네이버 톡톡으로 연락 부탁드리겠습니다 :) *콜키지 병당 3만원(매그넘 또는 증류주 6만원)
3158,음음,Wine,안국역5번 출구에서342m,영업 중22:00에 라스트오더22시 0분에 라스트오더,"단체 이용 가능, 예약, 무선 인터넷",音飮 - 음악과 와인이 공존하는 Cusine and Natural Wine * 음음은 무국적 요리에 섬세한 한식의 터치를 가미한 내추럴 와인바입니다. *와인을 주문해 주셔야 매장 이용이 가능한 점 참고 부탁드립니다. (바틀이 아닌 글라스와인 주문 시 1인 1잔 주문 필수 입니다.) * 매장 내 와인 포장 구매 시 20% 할인가로 구매 가능합니다:) *예약 인원에 변동이 있으실 경우 저희 매장 전화 혹은 네이버 톡톡으로 연락 부탁드리겠습니다 :) *콜키지 병당 3만원(매그넘 또는 증류주 6만원)
3159,관훈맨션,관훈정식,35종로3가역5번 출구에서409m,영업 종료11:30에 영업 시작11시 30분에 영업 시작,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 유아의자",인사동에 자리잡은 '관훈맨션'(구 안다미로)은 레 트로한 분위기의 인테리어에서 추억의 경양식을 즐기실 수 있는 레스토랑입니다. 기분 좋...
3160,관훈맨션,경양식 돈까스,35종로3가역5번 출구에서409m,영업 종료11:30에 영업 시작11시 30분에 영업 시작,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 유아의자",인사동에 자리잡은 '관훈맨션'(구 안다미로)은 레 트로한 분위기의 인테리어에서 추억의 경양식을 즐기실 수 있는 레스토랑입니다. 기분 좋...
3161,관훈맨션,새우로제파스타,35종로3가역5번 출구에서409m,영업 종료11:30에 영업 시작11시 30분에 영업 시작,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 유아의자",인사동에 자리잡은 '관훈맨션'(구 안다미로)은 레 트로한 분위기의 인테리어에서 추억의 경양식을 즐기실 수 있는 레스토랑입니다. 기분 좋...
3162,사동집,회냉면,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3163,사동집,비빔냉면,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3164,사동집,물냉면,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3165,사동집,산채비빔밥,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3166,사동집,돼지고추장정식,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3167,사동집,돼지갈비찜,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3168,사동집,설렁탕,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3169,사동집,사골떡만두국,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3170,사동집,해물파전,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3171,사동집,모둠전,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3172,사동집,만두전골 소,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3173,사동집,만두전골 대,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3174,사동집,불고기비빔밥,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3175,사동집,만두국,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3176,사동집,불고기정식,안국역5번 출구에서344m,영업 중22:00에 영업 종료22시 0분에 영업 종료,,"황해도식 만두를 하는 곳이다. 어른 주먹보다 큰 황해도식 만두는 만두를 찌지 않고 삶아내는 것이 특징이다. 도가니탕과 녹두전, 파전이 빼놓을 수 없는 추천메뉴. 북한에 고향을 둔 이들이 고향의 맛을 찾을 수 있는 곳으로 옛날 한옥과 같은 실내 분위기가 운치 있다."
3177,안동국시 소람,국시,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3178,안동국시 소람,국밥,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3179,안동국시 소람,떡만두국,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3180,안동국시 소람,소고기 수육,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3181,안동국시 소람,참문어,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3182,안동국시 소람,모듬전,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3183,안동국시 소람,돼지고기 보쌈,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3184,안동국시 소람,메밀묵,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3185,안동국시 소람,해물파전,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3186,안동국시 소람,녹두전,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3187,안동국시 소람,정식 A,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3188,안동국시 소람,정식 B,종각역3-1번 출구에서358m,영업 중20:20에 라스트오더20시 20분에 라스트오더,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","신선한 재료로 당일 준비, 주문 후 즉석 조리된 음식을 제공합니다. 청와대 칼국수로 알려진 안동지방 양반가의 전통요리 비법으로 만들었습니다. 최고 품질의 국내산 쇠고기(양지)를 고아낸 진육수를 이용한 국시 전문식당입니다. 식사류 -국시/국밥/콩국수(하절기)/떡만두국/만두국/떡국 곁들인 음식 - 수육/모듬전/참문어/메밀묵/녹두전/감자전/해물파전/찐만두/황태/소고기장국 정식 A - 죽/메밀묵/모듬전/국시/후식 정식 B - 죽/메밀묵/모듬전/수육/국시/후식 특선정식 - 죽/메밀묵/모듬전/수육/참문어/국시/후식 단체 예약 맞춤형 서비스 - 예산에 맞춘 푸짐한 맞춤형 메뉴 구성 원두커피 머신 구비 - 아메리카노"
3189,ERROR,궁중다식 전통차,,,,
3190,골목안 정원,한근반세트(900g),35종로3가역5번 출구에서261m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분","안녕하세요 저희는 최고급품질의 고기만 사용하 며, 고객만족을 위해 최선을 다하겠습니다. ** 일 요일은 업장 휴무입니다 **"
3191,골목안 정원,와규등심(180g),35종로3가역5번 출구에서261m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분","안녕하세요 저희는 최고급품질의 고기만 사용하 며, 고객만족을 위해 최선을 다하겠습니다. ** 일 요일은 업장 휴무입니다 **"
3192,골목안 정원,꽃갈비살(180g),35종로3가역5번 출구에서261m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분","안녕하세요 저희는 최고급품질의 고기만 사용하 며, 고객만족을 위해 최선을 다하겠습니다. ** 일 요일은 업장 휴무입니다 **"
3193,골목안 정원,살치살(180g),35종로3가역5번 출구에서261m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분","안녕하세요 저희는 최고급품질의 고기만 사용하 며, 고객만족을 위해 최선을 다하겠습니다. ** 일 요일은 업장 휴무입니다 **"
3194,골목안 정원,안창살(150g),35종로3가역5번 출구에서261m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분","안녕하세요 저희는 최고급품질의 고기만 사용하 며, 고객만족을 위해 최선을 다하겠습니다. ** 일 요일은 업장 휴무입니다 **"
3195,골목안 정원,갈비살(180g),35종로3가역5번 출구에서261m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분","안녕하세요 저희는 최고급품질의 고기만 사용하 며, 고객만족을 위해 최선을 다하겠습니다. ** 일 요일은 업장 휴무입니다 **"
3196,골목안 정원,토시살(180g),35종로3가역5번 출구에서261m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분","안녕하세요 저희는 최고급품질의 고기만 사용하 며, 고객만족을 위해 최선을 다하겠습니다. ** 일 요일은 업장 휴무입니다 **"
3197,골목안 정원,부채살(180g),35종로3가역5번 출구에서261m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분","안녕하세요 저희는 최고급품질의 고기만 사용하 며, 고객만족을 위해 최선을 다하겠습니다. ** 일 요일은 업장 휴무입니다 **"
