id,메뉴,아이디,text,양,배달
1,한솥밥,ful****,#로얄빌딩#한솥밥#오늘의메뉴#비빔밥#김추수제비,8.18.금,1
2,한솥밥,연강,유명 유튜버 한분이(김** ***)이 곳에서 항상 아침밥을 먹는 것같아서 저도 아침을 먹어봤어요 (닮고 싶던 분이라ㅎㅎ) 맛있구요! 계란밥은 아침에만 먹을 수 있어요 매일 아침 갈 수 있었으면 매일 가서 아침밥 먹었을 것 같아요,22.10.28.금,1
3,한솥밥,닭곰탕최고,굿ㅇ,22.10.30.일,1
4,한솥밥,abo****,좋아요,22.9.16.금,1
5,한솥밥,ric****,좋아요,22.9.15.목,1
6,한솥밥,붕붕이986,업주와 다른 사용자들이 상처 받지 않게 좋은말만쓰라고 되어있지만 여기 가서 드셔보세요 좋은말이 나올수가 없어요..음식으로 장난 치는곳이에요 순두부찌개 시켰는데 끓다만 국물에 간도하나도 안되있고 고춧가루는 뭉쳐서 있는 그대로에요 순두부는 통째로 넣어서 하나도 안 뜨겁고 정말 최악 이였어요ㅠ 테이블도 지저분하고 위생적으로도 문제가 많아 보였어요..거기다 주인분께 오늘의메뉴 가격을 물었더니 메뉴판 방금 치웠잖아요? 이러시더라구요 다짜고짜 왜 화를 내시는지...가격도 못 물어보나요ㅋㅋ,22.5.10.화,1
7,한솥밥,cafe12월,가성비 좋습니다. 광화문인데 좋아요,22.6.17.금,1
8,한솥밥,부럭쉴즈26,친절해요,22.8.11.목,1
9,한솥밥,kwo****,굳,22.7.29.금,1
10,한솥밥,문정숙37,친절해요,22.8.19.금,1
11,한솥밥,sea60,굿,22.6.16.목,1
12,한솥밥,용일피혁41,굿,22.6.9.목,1
13,한솥밥,SSUN0701,굿,22.7.29.금,1
14,한솥밥,hcj****,굿,22.5.29.일,1
15,한솥밥,밥ㅇㅅㅇ,굿,22.7.6.수,1
16,한솥밥,뽀잉뽀잉ㅎ,좋아요,22.3.27.일,1
17,한솥밥,김지윤3938,친절하고 가성비가 좋아요,21.8.23.월,1
18,한솥밥,di1****,조아요,21.11.4.목,1
19,한솥밥,싸리곰탕,백반 추천합니다,21.8.9.월,1
20,한솥밥,Alice4221,ㅣ,21.9.8.수,1
21,한솥밥,가을1426,맛없슴,21.4.29.목,1
22,한솥밥,qnpfr350,좋아요,21.4.6.화,1
23,한솥밥,wantiyul,양이 푸짐해요 맛있게 먹고왔습니다,20.7.14.화,1
24,한솥밥,천둥비룡,값싸고 맛있어요,20.7.30.목,1
25,한솥밥,dew****,"점심시간대에 사람이 아주 몰리니, 조금 더 일찍 가거나 미리 전화로 주문해두는 것을 추천합니다. 두부전골과 보쌈을 아주 만족스럽게 먹었어요. 간도 적절하고 반찬도 풍부해서 기분 좋은 점심이었습니다.",20.3.10.화,1
26,한솥밥,분당ll김광휘,맛있어요,20.5.19.화,1
27,한솥밥,동글197,,19.12.31.화,1
1,오모가리 국밥,왜구쿵,아니 깍두기날치알밥에 날치알 이렇게 많이넣어주시면 사장님 남는거있나요???계란말이도 진짜 왕계란말이에요 케찹촉촉 찍어서 깍두기날치알밥이랑 같이먹으니 이건존맛탱?? 아이들도 좋아할꺼같은맛이에요! 맵지도않고 간도 딱이라서 남녀노소 다 좋아할듯!??,9.2.토,2
2,오모가리 국밥,왜구쿵,오늘 묵은지 김치찜이랑 김치전먹으러 왔어요! 여기는 김치가 맛있어서 자꾸 생각나는맛이에요ㅎㅎ 묵은디 김치찜 푹 끓여가지고 김치랑 국물떠서 흰쌀밥에 같이먹으면 이렇게 맛있을수가있나싶음ㅠㅠㅜㅜ 김치전은 바삭바삭하고 소주생각나는 그런맛이에요ㅎㅎ존맛♡,9.12.화,3
3,오모가리 국밥,fol****,식당 정말 깔끔하고 쾌적 했어요 기본 반찬들도 집밥 먹는 맛있었고 깍두기 날치알밥 처음 먹어 보는데 아삭한 깍두기와 날치알 밥 정말 잘 어울리네요 맛있었어요 서브로 계란말이도 주문했는데 크기도 큼지 막하고 부드럽고 정말 맛있었습니다,6.28.수,1
4,오모가리 국밥,음식에진심그자체,묵은지 김치찜 고기에서 약간 잡내가 느껴졌지만 잘 익은 묵은지 맛있고 다들 친절하셨음. 12시 반에 가니까 사람 거의 없었음,9.1.금,1
5,오모가리 국밥,nakedmind1,오늘은 묵은지콩나물국밥이랑 묵은지순두부국밥 먹으러 왔어요 여기 너무 맛있어서 계속오게되요 이게 끝없이 땡기는맛이랄까!? 일하고 퇴근후에 먹는 묵은지콩나물국밥이야 말로 이건 천국인가싶네요 맛집인증합니다 최고입니다,9.1.금,3
6,오모가리 국밥,사막여우987,오늘 점심은 묵은지 굴국밥으로 통일!! 나오는 기본찬도 깔끔하고 굴국밥 국물이 진짜 끝~내주는데 이건 먹어봐야 아는뎅^^:: 속풀 때도 좋고 굴국밥은 무조건 오모리입니당!! 친절한 이모님 덕분에 항상 맛나게 먹고가네요~,9.11.월,1
7,오모가리 국밥,말괄량이연바오,오후에 일정때문에 점심시간에 여기골랐는데 너무맛있어요!??친구가 추천해줘서왔는데 잘왔다싶네요 파불고기에 야채랑 듬뿍있어서 같이먹음 꿀맛이에요??고기에서 잡내도 안나서 마냥 먹을수있는 그런맛!! 거기에 묵은지김치찜까지 캬.. 일정만아니였음 술한잔하고싶네요 진짜존맛탱??????,8.2.수,1
8,오모가리 국밥,jkk****,묵은지김치찜에 소주한잔이면 남부러울게 없죵~~묵은지도 너무 잘 묵어서 밥이랑 먹으면 한그릇 금방 뚝딱입니다. 세 그릇이나 먹고갔네요. 김치도 한가득 주십니다. 국물도 짜지도 않고 자극적이지도 않아서 너무 맛있게 소주2잔까고 갔습니다 ????,9.6.수,2
9,오모가리 국밥,어린완자07,친구랑 오랜만에 광화문 나왔다가 묵은지 김치찜 맛나게 먹었던게 생각나서 들렀네요. 요즘 음식이 많이 자극적인데 오모가리국밥집 김치찜은 인공적인 맛이 아닌 자연스런 맛에 국물 맛이 진국이라 반 공기이상은 배불러 못 먹는 소식좌??도 한그릇 뚝딱이네요!!,9.11.월,1
10,오모가리 국밥,매미양양,묵은지김치찜 추천 받아 방문했는데 예술이에요 김치가 정말 제대로 묵었네요 ㅎㅎ 먹으면서 계속 술 생각이 정말 나더라고요 양도 넉넉하여 여럿이서 먹기 딱입니다,8.24.목,1
11,오모가리 국밥,매미양양,갈때마다 되게 만족스러운 식사 하고 옵니다 파불고기가 파 향이 잔뜩 나서 밥이랑 정말 잘 어울리구요! 술이랑 먹기에도 딱?? 묵은지순두부국밥은 믿고 먹는 메뉴입니다????,8.30.수,3
12,오모가리 국밥,nakedmind1,친구데리고 왔어요 맛집이라서?? 왕계란말이는 진짜 말그대로 왕이에요 보슬보슬하고 케찹올라가있으니 국민밥반찬이죠?? 묵은지김치찜은 왤케맛있나요 엄마가해준거보다 더맛있어요ㅎㅎ??,8.7.월,2
13,오모가리 국밥,날아라물개v,술한잔할겸왔는데 파불고기에 야채도많고 고기누린내도없고 양념이 잘베어있어서 맛있게먹었습니다. 소주랑 먹으니 궁합이좋네요 먹다보니 맛있어서 쟁반비빔막국수도 추가했는데 양이너무많아서 놀랬네요 잘먹다갑니다,8.7.월,2
14,오모가리 국밥,롤리맨,불고기 짱맛 !!?? 계란말이랑 같이 먹으니까 밥도둑이 따로 없네요. 중간중간 씹히는 파가 완전 별미 ♡ 향긋하고 식감까지 살려줘요. 방금 먹었는데 또 먹고싶네요 ㅋㅋ 츄릅,9.7.목,1
15,오모가리 국밥,송이빵,파불고기에 떡 사리 추가했는데 개존맛 !! 불고기도 맛있는데 떡이 완전 씬스틸러에요 ㅋㅋ 양념도 맛있어서 밥비벼먹으니까 두그릇 순삭.. 친구도 맛있게 먹어서 괜히 뿌듯하네요 ㅎㅋ 재방문각,9.7.목,1
16,오모가리 국밥,매미양양,파불고기는 이번에 처음 먹어보는데 맛이 좋네요 파향이 가득해서 좋았습니다 그리고 묵은지콩나물국밥은 언제 먹어도 맛있어요 진짜 단골입니다 ㅋㅋ 해장돼요,8.25.금,2
17,오모가리 국밥,mi_****,담백하고 달달한 양념이 맛있는 파불고기 맛있게 잘 먹었어요. 밥이랑도 찰떡이라 오랜만에 밥도 두그릇 먹고왔답니다 ㅎㅎ 다른테이블에 김치찜 너무 맛있어보이던데 다음 방문때는 김치찜을 공략해야겠어요 ㅎㅎ,6.14.수,1
18,오모가리 국밥,minto701,"비쥬얼 보세요 한국사람이라면 이 비쥬얼보고 그냥 넘어가는 사람없쥬~~ 흰쌀밥을 부르는 냄새, 맛, 비쥬얼입니다. 일 끝나고 친구랑 묵은지김치찜에 소주한잔 하고 가면 하루가 고생했다 느낄정도로 만족감있는 식사하고 갔어요????",9.14.목,1
19,오모가리 국밥,rir****,쟁반비빔국수 재료도 푸짐하고 양념이 너무맛있어요ㅠㅠ완전 입맛돋구고가요.. 진짜 더워서.입맛없었는데 최고네요 맛이 또생각나요ㅠㅠ 또먹으러올게요!!!,7.17.월,1
20,오모가리 국밥,복듀만듀,쟁반비빔막국수 양진짜 많아요ㅋㅋㅋㅋ친구랑둘이서 먹었는데 배터질뻔~~^^ 물론 김치전도 추가해서 소주랑 같이 먹었어요!! 여기 존맛탱ㅠㅠ양도많고 맛있으니까 모임으로 와도 좋을꺼같아요ㅋㅋㅋ김치전이랑 막국수 싸서먹어도 별미임!!!!!!??,7.22.토,1
21,오모가리 국밥,왜구쿵,묵은지김치찜은 진짜 묵은지가 제대로라서 국물도 끝내줘요ㅋㅋㅋㅋ진짜 공깃밥한그릇 뚝딱! 저녁이라 소주한잔도 같이했는데 너무맛있네요ㅋㅋㅋㅋ쟁반비빔막국수도 같이먹을려고그랬는데 4명이서 푸짐하게 흡입했네요 막국수에 면도많고 야채도많아서 맘에들어요ㅋㅋㅋㅋ,8.2.수,1
22,오모가리 국밥,cou****,요즘날씨에는 쟁반막구수에 김치전이죠! 소맥안주로 제격입니다!! 간도 딱맞구요 친구둘이서 거하게 한잔하고 갔습니다. 나중에는 계란말이도 시켜먹었는데 엄청크네요 배터지게 먹었습니다,8.28.월,1
23,오모가리 국밥,Flawlex96,맛은 있으나 이모님 한 분 서비스가 입 맛을 떨어트립니다. 공기밥 무한리필이라 하며 동행했던 일행과 공기밥을 추가하려는데 세 번 불렀는데 불러도 오시지 않고 답도 없이 그냥 빤히 쳐다보고 가십니다. 제대로 주문이 들어간지 몰랐습니다. 가져다 주시긴 했는데 두 개 시킨거 맞냐고 물어보시고 맞다고 하니까 ”오 마이 갓“이라고 하십니다. 눈치를 주시는 것 같은 느낌이 들었습니다. 공기밥 무한리필이라는 문장을 빼시든 서비스 교육을 받으시는게 좋아보입니다. 계산할 때도 불친절함은 계속 됩니다. 따로 계산해달라고 분명히 말씀드렸는데 그냥 결제하시려 하시기에 따로 해달라니까 왜 미리 말 안 했냐는 식으로 답합니다. 바쁘다는 핑계로 일관 되지 못한 서비스를 제공한다면 다른 일을 알아보는 게 좋을 것 같습니다.,8.16.수,1
24,오모가리 국밥,율결담지,묵은지김치찜 역시 맛있습니다 김치가 많이들어가있어서 푹푹 떠서 먹어도 양이많네요 간도 딱 적당하고 왕계란말이도 추가해서 먹었어요 소주생각나는 그런맛이죠 반찬들도맛있고 사장님도 친절하셔서 자주오는 맛집입니다,8.16.수,3
25,오모가리 국밥,kap****,일반 식당보다 훨 다양하고 맛있어서 또갔다왔어용 파불고기도 양념이 진짜맛있네요 파도 듬뿍주시고 고기양도 많아요~밥과먹어도 맛있고 소주안주로도 아주 제격이네요! 떡사리 추가필수 ㅎㅎ 오늘도잘먹고가요,7.7.금,2
26,오모가리 국밥,Z똥글이Z,쟁반비빔막국수랑 김치전엔 역시 소주죠!??막걸리보다 소주파라서ㅎㅎ너무맛있어요 사장님 저 두번왔다고 양 이렇게 많이 주시는거아니죠?ㅎㅎ양이 너무 많아서 배터질뻔~맛있어서 자꾸오게되네요!,7.31.월,2
27,오모가리 국밥,북동북북동,파불고기 좋아해서 시켜봤는데 매콤한 빨간양념이에요. 파랑 다른 야채들 아삭하게 딱 좋게 볶아주셨어요 상추랑 같이 나와서 쌈싸먹기 좋았구요 고기 양도 많아서 배 부르게 잘 먹었어요 김치전도 김치 양 많이 고소하게 구워져 나왔구요 가볍게 한끼 먹기 좋았습니다,7.3.월,1
28,오모가리 국밥,nong349,김치찜 고기랑 김치 푸짐하게 잘 나와서 맛있었고 콩나물국밥은 맑은 하얀 국물이 아니라 얼큰하고 칼칼한 빨간 국물입니다 고추가루 둥둥떠다니지 않고 깔끔해서 목넘김도 좋았구요 국밥뿐만 아니라 다양한 한식 종류들이 많아서 백반집이라 보심 돼요 맛집입니다,7.4.화,1
29,오모가리 국밥,lif****,김치 자체가 맛집인 식당인가 봅니다. 간이 너무 짜지도 달지도 않아서 딱 적당합니다. 누구나 좋아하는 옛날 할머니가 담궈준 손김치맛입니다. 양도 많았고 기본반찬들도 종류가 다양했습니다. 맛집이에요. 같이 시킨 김치전은 막걸리가 땡기더군요.,6.30.금,1
30,오모가리 국밥,nu****,사장님과 직원분들 친절하시고 항상 맛있게 잘먹고 있습니다^^,8.1.화,2
31,오모가리 국밥,척추측만증,점심메뉴로 묵은지콩나물국밥 먹었는데 시원하고 칼칼한 맛이 끝내줘요. 반찬도 잘 나오고 자극적이지 않아서 잘 먹고왔네요~ 사장님도 친절하시고 이제 속풀이하러 무조건 여기만 가야겠어요 추천요~,6.23.금,1
32,오모가리 국밥,se57,올때마다 사람 많았는데 그럴만한 이유가 있더라구요 음식이며 반찬이며 너무 맛있고 양도 푸짐해요~ 다음에 또 올게요 친절한 사장님 ??,7.18.화,1
33,오모가리 국밥,ott****,"국밥땡겨서 주변 검색해서 가게되었는데 맛집 발견했네요~~ 콩나물국밥, 계란말이 조합 굿~~ 콩나물국밥 진짜 시원하고 맛있어요~가끔씩 생각나서 찾아갈 것 같아요!!!!!!!!!!잘 먹었어용~",8.25.금,1
34,오모가리 국밥,너굴3984,지인이 맛있다고 추천해줘서 갔는데 추천해줄만 하네요~~ 나무 맛있어요~~ 특히 묵은지 김치찜이랑 파불고기 저는 파불고기 강추합니다~다음에 가족들이랑 같이 와야 겠어요~~~ 잘 먹고 갑니다~~,8.25.금,1
35,오모가리 국밥,dld****,묵은지 김치찜이랑 쟁반비빔막국수 먹었어요! 너무너무 맛있었고 너무 짜거나 자극적이지않고좋았어요 비빔막국수는 양이많아서 많이먹는 남자친구에게 딱이였어요 (?˘ω˘?),8.22.화,1
36,오모가리 국밥,rms****,회사 근처라 자주가는곳 처음으로 영수증 리뷰 라는걸 쓰내요 묵은지 김치찜 쟁반비빔국수 먹고 싶을때는 꼭 여기만 갑니다 양념 자체에 감칠맛이 끝판왕 간단히 먹으러 가려다 과식하는곳 번창하세요,6.8.목,1
37,오모가리 국밥,kap****,요즘같은 더운날씨에 쟁반비빔국수 먹으니 너무 맛있네요~~양도 푸짐하고 야채도 신선하니 새콤하면서 굿! 날치알밥이랑 같이해서 먹으면 은근조합도 잘어울려요! 이제 곧 더워지는데 자주갈거같아요!!ㅋㅋ,5.16.화,1
38,오모가리 국밥,이주혜9,친구가 파불고기 추천해서 먹어봤는데 맛있네요 !! ㅋㅋㅋㅋ 완밥하고도 집에 와서 또 생각나는 맛이에요 ㅋㅋㅋㅋㅋ 사장님도 무지 친절하세요 ㅎㅎ 사장님 적게 일하고 많이 버세요 ?? 앞으로 자꾸 땡겨서 자주 방문할것같아요 ㅎㅎ 잘 먹고 갑니다 ??,6.7.수,1
39,오모가리 국밥,jw_****,"평소에 먹던 일반 식당불고기랑 맛이 좀 달라서 리뷰써봅니다!!! (많은 사람들이 알아주길 바라는 마음에...) 보통 식당에서 나오는 불고기는 간장불고기+달짝지근한 맛인데, 요 불고기는 약간 매콤함+달짝지근함이 있어서 물리지도 않고 너무 맛있게 잘 먹었습니다!!",6.13.화,1
40,오모가리 국밥,112****,오랜만에 외식하자고 나와서 먹으러왔는데 생각지못한 맛집이었네요~ 깍두기날치알밥을 처음 먹었는데 톡톡 쏘면서 김볶맛도나고ㅎㅎ가족들 다 맛있게먹었어요,6.5.월,1
41,오모가리 국밥,lcb****,사장님이 너무 친절하시고 파 불고기에 떡사리 추가하니까 너무 맛있었어요! 저의 입맛 취향저격! 집 왔는데 계속 생각이 나네요?? 양도 넉넉해서 좋았습니다!,8.10.목,1
42,오모가리 국밥,coq****,묵은지 김치찜이 너무 먹고 싶어서 여기서 먹어봤는데 제 최애 묵은지 김치찜이 된거 같아요! 맛도 맛인데 가게 내부도 깔끔해서 믿고 먹을 수 있었습니다! 다음에 또 올게요!,8.10.목,1
43,오모가리 국밥,nakedmind1,묵은지 김치찜이랑 왕계란말이 먹었어요~^^ 김치가 부드럽고 푹 익혀서 나오니까 밥이랑 같이먹으니까 꿀맛이네요!^-^ 계란말이도 말그대로 진짜 왕이에요ㅎㅎ양도많고 커서 깜짝놀랐어요!^^간도 딱맞고 배부르게먹었어요~ 직원분들도 너무 친절해서 기분좋은한끼먹고가요~^^♡,7.6.목,1
44,오모가리 국밥,miss91kim,쟁반비빔막국수랑 묵은지김치찜을 시켜먹었는데 집반찬인줄ㅠㅠㅠㅠ뭔가 가게에서 흔히 사먹는 느낌리 아니라 집에서 엄마가 해주는거 먹는 맛이었어요ㅋㅋㅋ밑반찬들도 너무 맛있어요,7.13.목,1
45,오모가리 국밥,kim****,묵은지김치찜은 사랑이죠 언제나먹어도 질리지않는ㅋㅋ 김치도 너무 쉬지도않고 진짜 맛있어요! 고기도 질기지 않고 부드러우니 냄새도안나요 착한가격에 이 맛을 볼수있다니 넘 좋네요~ 자주갈거같아요,7.7.금,1
46,오모가리 국밥,phs6282,"친절하시고 묵은지김치찜,파불고기전골, 치즈들어간 계란말이맛있어요 밑반찬도 굿!!",8.24.목,1
47,오모가리 국밥,부동산이조아,묵은지 김치찜 맛있어요 ㅠㅠ 호불호 안갈리는 그런 묵은지 맛..! 어떤덴 간혹 많이 씨고 흐물한 김치 주는데 여긴 딱 맛도 적당하고 김치 식감도 좋았어요 고기도 많이 넣어주셨구요 국물 감칠맛도 좋아서 밥 한공기 뚝딱이네요,7.5.수,1
48,오모가리 국밥,Z똥글이Z,묵은지콩나물국밥먹었는데 국물도 시원하니 너무맛있어용!!!???? 묵은지랑 콩나물이랑 이렇게 어울려도 되나싶네요!????국물이랑 묵은지랑 같이 한입먹고 콩나물도먹고??????밥한그릇 뚝딱 국물까지 싹싹 비워먹었네요ㅋㅋㅋㅋ매장도 넓고 깔끔하사 너무좋았어요!!!!!,7.5.수,1
49,오모가리 국밥,bea****,묵은지 음식 정말 좋아하는데 드뎌 찾았어요~ 너무 쉬지도않고 딱 좋게 셔서 진짜 밥도둑이예요!! 국물도 걸죽하이 밥 비벼서 먹어도 한공기 뚝딱이에요 묵은지김치찜 맛집 인정 ??,6.26.월,1
50,오모가리 국밥,zozo0301,40년 전통의 맛집이라 역시 묵은지 진짜 최고였어요 묵은지 찜 김치도 정말 맛있었고 양념 진짜 밥도둑이네요 직원 분들도 너무 친절 하셨고 정말 깊이 있는 맛 맛볼 수 있었습니다,6.28.수,1
51,오모가리 국밥,밍밍964,비가 와서 전이 땡겨서 김치전 먹으러 갔다가 메뉴 버니까 괜히 배고파져서 쟁반비빔막국수랑 김치전 주문했어요!!! 김치전에 김치 가득이라 막걸리 생각나는 비주얼 미쳤더라구요 넘 맛있음요,7.27.목,1
52,오모가리 국밥,chan9376,묵은지 콩나물 국밥 인생 국밥이예요! 요즘 가성비좋고 맛좋고 양많은데 찾으시면 꼭 ! 추천하고싶은 맛집이예요^^,6.5.월,1
53,오모가리 국밥,제이제이영쓰,묵은지 김치찜 넘 맛있네요!! 김치가 잘 익어서 돼지고기랑 잘 어울리는 맛이 예술입니다~ 집에서 엄마가 해주는 맛이 나더라구요! 매일 먹어도 질리지 않는 맛이라 자주 방문할것 같네요. 추천합니다,6.13.화,1
54,오모가리 국밥,리뷰가 별거냐,파불고기랑 김치찜 먹었어요! 파불고기 양념 매콤달당하니 너무 맛나요! 김치찜도 고기랑 김치 둘다 푹 익혀서 부들부들해요 한끼식사하기 좋아요,3.23.목,1
55,오모가리 국밥,Bongdari,혼밥하기도 좋은 가게라서 자주옵니다ㅎ 점심을 굶었더니 너무 배가 고파서 콩나물국밥에 비빔막국수까지 흡입했네요ㅎ 양념이나 간이 쌔지않아서 부담없이 잘들어가요,7.13.목,1
56,오모가리 국밥,시밍시밍357,오모가리 국밥 맛집이라고 친구들 사이에서 유명해요 ~~ 추가로 왕계란말이랑 묵은지김치찜 주문했어요! 묵은지김치찜 완전 얼큰하고 김치 존맛탱이에요..! 밥 말아먹으면 한그릇 뚝딱이요,7.24.월,1
57,오모가리 국밥,jje****,묵은지콩나물국밥 먹었는데 건더기 양도 꽤 푸짐하고 국물 맛이 깊어서 해장하기에도 딱 좋았어요 친구는 쟁반비빔막국수 시켜먹었는데 새콤하니 너무 맛있었어요????,7.18.화,1
58,오모가리 국밥,까꿍은앙,배고파서 2가지나 시켰네요ㅋㅋㅋㅋ쟁반비빔막국수..사장님 이렇게 많이주면 남는게있나요!?면이랑 야채랑 진짜 많이주셨어요ㅋㅋㅋㅋ양념도 맛있어서 비벼먹으니 최고에요ㅋㅋㅋㅋ 왕계란말이는 케찹촥촥 뿌려먹으면 한국인대표반찬이죠 짱맛있음ㅋㅋㅋ,8.4.금,2
59,오모가리 국밥,zez****,날치알밥 날치알 많이들어가서 너무 맛있게잘먹었어요! 아무래도 자주 오게될것같아요~ 너무잘막었습니다^^,6.7.수,1
60,오모가리 국밥,럭키데이4515,메뉴가 다양하고 맛있어서 간댜하게 한끼 먹기좋아요. 날치알밥 톡톡 터지는 식감도좋고 맛있어요. 그리고 김치찜도 시그니처 메뉴인데 꼭 드셔보셨으면하네요. 친절하시고 매장도 깔끔해서 더 만족한 맛집입니다!,6.22.목,1
61,오모가리 국밥,뚱뚱이v,국밥먹고싶어서 여기왔어요 묵은지콩나물국밥이랑 묵은지순두부국밥먹었는데 국물도 맛있고 찐하고좋네요 묵은지가 맛있으니까 콩나물이들어가도 순두부가 들어가도 다 맛있네요 든든한한끼먹고갑니다,8.2.수,2
62,오모가리 국밥,ddo****,점심식사로 방문했는데 왜 이제왔나 싶을 정도로 맛있었습니다 고기는 물론이고 제가 좋아하는 야채도 많아서 좋았구요 양도 많아서 점심으로 먹기 너무 좋았습니다 앞으로 점심먹으러 자주 올 것 같네요~,7.24.월,1
63,오모가리 국밥,kar0486,김치찜 맛있어요~,8.8.화,1
64,오모가리 국밥,어몽어스99,달달하면서 은은하게 매콤한맛의 파불고기가 넘 맛있어요. 자연적인 단맛이라 물리지않더라구요. 떡사리 추가해서 먹어도 맛있으니 참고 하시면 좋을것같고요. 음식도 맛있고 친절해서 편하게 식사 잘 했습니다. 또 갈게요!,6.15.목,1
65,오모가리 국밥,hj0****,푸짐한 쟁박막국수 진짜 맛있구요! 재료들도 신선하고 소스랑 잘 어울려서 좋아요 그리고 적당히 새콤달콤한 맛이라 물리지도 않고 계속 입에 감기는 맛이였어요. 자극적이지도 않아서 속도편하고 넘 맛있게 잘 먹었답니다 오랜만에 식성에 딱맞는 음식 잘 먹고왔어요. 추천요!!,6.15.목,1
66,오모가리 국밥,우라꾸미,남자친구가 여기 쟁반비빔막국수를 너무좋아해요 언제나 방문해도 맛도변함없고 양도변함없어용~ 직원분도 친절하시고 늘 반갑게 인사해주세요! 계속 그자리에 계셔주세용♡,5.17.수,1
67,오모가리 국밥,라라라07,평소 김치요리 엄청 좋아하는데 친구랑 광화문 들렀다 밥집찾다 김치찜 맛있다고 방문했거든요~ 새콤한 김치와 구수한 돼지고기와의 조합이 너무 좋았어요! 집에서 엄마가 해주는 그 이상으로 맛있어서 깜놀! 오랜만에 식당에서 밥한공기 싹싹 비우고 왔다능!! 친구랑 둘이서 정말 맛있게 잘 먹고 왔어요. 앞으로 김치찜 먹고싶을때 무조건 방문할게요 넘 맛있어용~!!,6.12.월,1
68,오모가리 국밥,2숭이,국밥뿐만 아니라 왠만한 한식은 다 판매합니다 파불고기랑 김치전 시켰는데 파랑 양파 야채 수북하게 넣어주셨고 불고기도 야들야들하니 부드럽고 맛있었어요 김치전 빠싹하니 존맛ㅎㅎㅎ 잘먹고가요~,7.5.수,1
69,오모가리 국밥,설탕05,파불고기 완젼 대박이네요?? 양념과 재료가 넘 잘 어울리고 자극적이지 않은맛이라 계속 구미 당기는 맛이였어요 평소 소식좌라 많이 못먹는편인데 밥한공기 싹 비우고 왔어요?? 오랜만에 식성에 맞는 맛있는 파불고기 배터지게 먹고 왔습니다. 단골할게용!,6.12.월,1
70,오모가리 국밥,할룩이,묵은지김치찜 완전 밥 도둑이에요 국물이 진짜 미쳤음 그리고 묵은지 진짜 맛있고 고기도 완전 부드러워요 가족끼리 방문한건데 다들 너무 맛있게 잘 먹었어요 단골 각입니다,8.31.목,1
71,오모가리 국밥,뚱뚱이v,묵은지콩나물국밥 국물이 시원하고 좋아요 혼밥하러와도 눈치도 안보고 든든히 먹고갈수있네요 묵은지랑 콩나물이 잘어울려서 해장용으로도 좋을꺼같아요 맛있습니다 직원분들도 친절하셔서 좋네요 가게도 깨끗하고요,7.23.일,1
72,오모가리 국밥,뽀우99,친절하십니다,8.30.수,1
73,오모가리 국밥,jjj****,대표 메뉴인 쟁반비빔막국수랑 파불고기 시켜먹었어요! 쟁반비빔막국수는 진짜 종류 다양한 채소들이 올라가있어서 새콤달콤하니 왜 인기메뉴인지 알것 같았어요! 직원분들도 친절하시고 만족합니다,7.18.화,1
74,오모가리 국밥,10분내로,파불고기 맛있다는 소문듣고 다녀왔습니다! 떡사리도 넣고 먹었는데 떡 식감도 느껴지고 맛있더라구요. 자극적이지 않는 맛이라 좋았고 양념도 감칠맛이 끝내줘서 진짜 잘 먹고 왔네요 ㅎㅎ 밥도둑인정! 또 방문할게요 ??,6.22.목,1
75,오모가리 국밥,sovery,회사근처라 점심시간에 직원들이랑 자주오는데 진짜 음식 잘해요여기. 특히 묵은지 김치찜 ㅠㅠ 여기꺼먹다 다른김치찜 못먹음 ㅋㅋ칼칼하니 국물이 정말 죽여줘요! 김치전도맛잇음 김치가기본적으로 맛있는곳임,7.17.월,1
76,오모가리 국밥,담담지지,친구랑 둘이서 기다리는동안 뭐먹을까 하다가 날이 더워서 쟁반비빔막국수랑 묵은지굴국밥 시켜먹었어요~~ 양이 넘 많아가지구???? 배터질뻔했네요~~ 막국수는 진짜 야채도 많이 넣어주시고 비빔장이 너무 맛있네요 새콤달콤 제스타일임?? 굴국밥도 국물이 찐해서 밥말아먹으니 소주생각나네요~~^-^,7.18.화,1
77,오모가리 국밥,bin****,얼큰한게 먹고 싶어서 오다가다 눈여겨봤던 오모가리 국밥으로 ㄱㄱ 묵은지 김치찜 진쫘 밥도둑.. 미쳐따리.. 밥 두공기 뿌시고 왔어요.. 당분간 주1회는 먹으러 가야할듯!,6.5.월,1
78,오모가리 국밥,nm****,날치알밥 정말좋아하는데 달짝지근하니 진짜 너무맛있어요!! 날치알도 많이들어있고 뜨거운 돌솥밥에 비벼서 먹으니 맛나네요 다른메뉴들이랑 같이 주문해서 꼭먹어야해용 강추!,5.16.화,1
79,오모가리 국밥,jmj2577,가족들 다 좋아하는 맛집이에여. 묵은지 김치찜이랑 쟁반비빔박국수 주문하면 배터지게 먹을수 있어여. 김치찜에 김치 푹 물러있어서 제일 좋아여. 넘 시큼하지 않은 묵은지라서 더 맛있구여 밑반찬도 하나하나 다 맛있어여. 직원분들도 항상 친절하시네여. 가족식사 장소로 추천드려여~,5.25.목,1
