ㅁㄴ,메뉴,아이디,배당,양,text,text2
333,사조참치 vip점,사조참치/특선/로얄/VIP,종각역2번 출구에서237m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 주차 포장 예약 남/녀 화장실 구분,
334,모로미 종각역,모둠사시미,종각역2번 출구에서179m,영업 중01:00에 영업 종료1시 0분에 영업 종료,단체 이용 가능 예약 무선 인터넷,대한민국 대표 이자카야 모로미 종각역입니다.
335,모로미 종각역,모츠나베,종각역2번 출구에서179m,영업 중01:00에 영업 종료1시 0분에 영업 종료,단체 이용 가능 예약 무선 인터넷,대한민국 대표 이자카야 모로미 종각역입니다.
336,오로지라멘 종각본점,돈코츠라멘,종각역4번 출구에서419m,영업 중19:20에 라스트오더19시 20분에 라스트오더,포장 배달,안녕하세요. 오로지라멘입니다. 오로지라멘은 상 호에서 나타나있듯 오로지 라멘만을 연구해온 젊 은 친구들이 모여 만든 라멘브랜드입니다....
337,오로지라멘 종각본점,오로지라멘,종각역4번 출구에서419m,영업 중19:20에 라스트오더19시 20분에 라스트오더,포장 배달,안녕하세요. 오로지라멘입니다. 오로지라멘은 상 호에서 나타나있듯 오로지 라멘만을 연구해온 젊 은 친구들이 모여 만든 라멘브랜드입니다....
338,오로지라멘 종각본점,매운돈코츠라멘,종각역4번 출구에서419m,영업 중19:20에 라스트오더19시 20분에 라스트오더,포장 배달,안녕하세요. 오로지라멘입니다. 오로지라멘은 상 호에서 나타나있듯 오로지 라멘만을 연구해온 젊 은 친구들이 모여 만든 라멘브랜드입니다....
339,오로지라멘 종각본점,바질라멘,종각역4번 출구에서419m,영업 중19:20에 라스트오더19시 20분에 라스트오더,포장 배달,안녕하세요. 오로지라멘입니다. 오로지라멘은 상 호에서 나타나있듯 오로지 라멘만을 연구해온 젊 은 친구들이 모여 만든 라멘브랜드입니다....
340,오로지라멘 종각본점,차슈동,종각역4번 출구에서419m,영업 중19:20에 라스트오더19시 20분에 라스트오더,포장 배달,안녕하세요. 오로지라멘입니다. 오로지라멘은 상 호에서 나타나있듯 오로지 라멘만을 연구해온 젊 은 친구들이 모여 만든 라멘브랜드입니다....
341,오로지라멘 종각본점,가라아게,종각역4번 출구에서419m,영업 중19:20에 라스트오더19시 20분에 라스트오더,포장 배달,안녕하세요. 오로지라멘입니다. 오로지라멘은 상 호에서 나타나있듯 오로지 라멘만을 연구해온 젊 은 친구들이 모여 만든 라멘브랜드입니다....
342,오로지라멘 종각본점,오로지교자,종각역4번 출구에서419m,영업 중19:20에 라스트오더19시 20분에 라스트오더,포장 배달,안녕하세요. 오로지라멘입니다. 오로지라멘은 상 호에서 나타나있듯 오로지 라멘만을 연구해온 젊 은 친구들이 모여 만든 라멘브랜드입니다....
343,오로지라멘 종각본점,꽤매운교자,종각역4번 출구에서419m,영업 중19:20에 라스트오더19시 20분에 라스트오더,포장 배달,안녕하세요. 오로지라멘입니다. 오로지라멘은 상 호에서 나타나있듯 오로지 라멘만을 연구해온 젊 은 친구들이 모여 만든 라멘브랜드입니다....
344,장군보쌈족발 신관,족발 大,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
345,장군보쌈족발 신관,보쌈 大,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
346,장군보쌈족발 신관,족발 中,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
347,장군보쌈족발 신관,족발 小,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
348,장군보쌈족발 신관,보쌈 中,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
349,장군보쌈족발 신관,보쌈 小,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
350,장군보쌈족발 신관,매운족발 大,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
351,장군보쌈족발 신관,매운족발 中,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
352,장군보쌈족발 신관,보쌈김치,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
353,장군보쌈족발 신관,쟁반국수 大,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
354,장군보쌈족발 신관,쟁반국수 中,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
355,장군보쌈족발 신관,해물파전,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
356,장군보쌈족발 신관,막국수,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
357,장군보쌈족발 신관,(계절메뉴) 통영산 생굴,35종로3가역5번 출구에서190m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 포장 배달 예약 무선 인터넷,32년 전통 장군족발보쌈 입니다. 저희 장군족발보쌈을 찾아주신 모든 고객분들께 진심으로 감사드립니다. 저희는 긴 말 하지 않습니다. 맛 없으면 돈 안받습니다. 정말 맛에는 자신있습니다. 일단 오셔서 맛보고 가십시오! ^^ *공지* 본관 신관 모두 의자 테이블 형식으로 변경하였습니다. 좌식을 원하시는 분들은 신관에 오픈형 온돌 좌식 마련되어 있습니다. 신관에는 개별룸 (10명 6명 8명 16명)이 있으며 냉/난방기가 완비되어있어 어린이 동반 회식 등 단체 모임도 좋습니다. 족발 보쌈 부위는 지방층이 있는 부위입니다. 살코기 위주 혹은 비계 껍데기 위주로 요청하시면 최대한으로 반영해드리겠습니다. (직접 썰어내기전까지는 육안으로 100% 완벽히 구별할 수는 없음을 안내드립니다.)
358,히츠지야 익선,★노미호다이코스(술+음료 무한리필),35종로3가역4번 출구에서219m,영업 중21:30에 라스트오더21시 30분에 라스트오더,단체 이용 가능 예약 무선 인터넷,우리나라에 이런 독특한 컨셉의 양고기 맛집이 또 있을까요?? ^^ 히츠지야 익선은 타 지점과는 차원이 다르게 전통 한옥을 일본의 나카스 포장마차거리로 재설계한 컨셉으로 데이트 커플들의 명소 예약중!! 익선동에서 가장 일본여행 온 느낌의 맛집으로 알려지며 방송 섭외 광고 잡지사 등의 촬영 장소로 협찬 중이기도 합니다. 가게 전체가 리얼 일본 포토존 그 잡채~ ^^ 본점이 핫플들을 대표하는 맛집인만큼 익선동에서도 1등 맛집으로 자리잡고 싶어요~ 히츠지야는 생방송투데이 2004회 MBC 생방송 오늘저녁 1436회 수요미식회 에비스 맥주 방영 등 검증된 맛집으로 홋카이도의 전통 맛과 일본 현지 감성을 그대로 익선동에서도 느끼실 수 있으실 거예요~ ^^ @대표메뉴 이 두가지 메뉴를 함께 선택하시면 이득입니다. 1. 특상 타베호다이 코스(양고기 무한리필) 2. 노미호다이 코스(20가지 주류 무한리필) @히츠지야의 특화점 1. 일본 홋카이도에서 온 징기스칸 전문점 2. 생후 6개월 미만의 어린양을 사용 3. 누룩 숙성방식을 사용하여 잡내가 없음 4. 호주에서 프리미엄램 직수입으로 가격거품제거 @히츠지야 익선점만의 차별점 1. 일본 나카스 포장마차 거리를 한옥으로~ 2. 종로 최초 노미호다이 코스(20종 주류 무한리필) 3. 종로 최고 가성비의 양갈비 양고기 무한리필 4. 일본식 포장마차 다찌구조 감성과 오마카세식 접객 @예약안내 예약은 현장 방문자를 위해 1시간당 1~2팀만 받고 있습니다. 화로구이이므로 4인 기준 화로는 1개만 제공됩니다. 원활한 안내와 매장 이용을 위해 이 모든점 양해부탁드립니다. @장소안내 유명한 명소인 온천집과 청수당 옆에 있어요. ^^
359,히츠지야 익선,★특상타베호다이코스(오마카세무한리필),35종로3가역4번 출구에서219m,영업 중21:30에 라스트오더21시 30분에 라스트오더,단체 이용 가능 예약 무선 인터넷,우리나라에 이런 독특한 컨셉의 양고기 맛집이 또 있을까요?? ^^ 히츠지야 익선은 타 지점과는 차원이 다르게 전통 한옥을 일본의 나카스 포장마차거리로 재설계한 컨셉으로 데이트 커플들의 명소 예약중!! 익선동에서 가장 일본여행 온 느낌의 맛집으로 알려지며 방송 섭외 광고 잡지사 등의 촬영 장소로 협찬 중이기도 합니다. 가게 전체가 리얼 일본 포토존 그 잡채~ ^^ 본점이 핫플들을 대표하는 맛집인만큼 익선동에서도 1등 맛집으로 자리잡고 싶어요~ 히츠지야는 생방송투데이 2004회 MBC 생방송 오늘저녁 1436회 수요미식회 에비스 맥주 방영 등 검증된 맛집으로 홋카이도의 전통 맛과 일본 현지 감성을 그대로 익선동에서도 느끼실 수 있으실 거예요~ ^^ @대표메뉴 이 두가지 메뉴를 함께 선택하시면 이득입니다. 1. 특상 타베호다이 코스(양고기 무한리필) 2. 노미호다이 코스(20가지 주류 무한리필) @히츠지야의 특화점 1. 일본 홋카이도에서 온 징기스칸 전문점 2. 생후 6개월 미만의 어린양을 사용 3. 누룩 숙성방식을 사용하여 잡내가 없음 4. 호주에서 프리미엄램 직수입으로 가격거품제거 @히츠지야 익선점만의 차별점 1. 일본 나카스 포장마차 거리를 한옥으로~ 2. 종로 최초 노미호다이 코스(20종 주류 무한리필) 3. 종로 최고 가성비의 양갈비 양고기 무한리필 4. 일본식 포장마차 다찌구조 감성과 오마카세식 접객 @예약안내 예약은 현장 방문자를 위해 1시간당 1~2팀만 받고 있습니다. 화로구이이므로 4인 기준 화로는 1개만 제공됩니다. 원활한 안내와 매장 이용을 위해 이 모든점 양해부탁드립니다. @장소안내 유명한 명소인 온천집과 청수당 옆에 있어요. ^^
360,히츠지야 익선,프리미엄 5품 코스(2인),35종로3가역4번 출구에서219m,영업 중21:30에 라스트오더21시 30분에 라스트오더,단체 이용 가능 예약 무선 인터넷,우리나라에 이런 독특한 컨셉의 양고기 맛집이 또 있을까요?? ^^ 히츠지야 익선은 타 지점과는 차원이 다르게 전통 한옥을 일본의 나카스 포장마차거리로 재설계한 컨셉으로 데이트 커플들의 명소 예약중!! 익선동에서 가장 일본여행 온 느낌의 맛집으로 알려지며 방송 섭외 광고 잡지사 등의 촬영 장소로 협찬 중이기도 합니다. 가게 전체가 리얼 일본 포토존 그 잡채~ ^^ 본점이 핫플들을 대표하는 맛집인만큼 익선동에서도 1등 맛집으로 자리잡고 싶어요~ 히츠지야는 생방송투데이 2004회 MBC 생방송 오늘저녁 1436회 수요미식회 에비스 맥주 방영 등 검증된 맛집으로 홋카이도의 전통 맛과 일본 현지 감성을 그대로 익선동에서도 느끼실 수 있으실 거예요~ ^^ @대표메뉴 이 두가지 메뉴를 함께 선택하시면 이득입니다. 1. 특상 타베호다이 코스(양고기 무한리필) 2. 노미호다이 코스(20가지 주류 무한리필) @히츠지야의 특화점 1. 일본 홋카이도에서 온 징기스칸 전문점 2. 생후 6개월 미만의 어린양을 사용 3. 누룩 숙성방식을 사용하여 잡내가 없음 4. 호주에서 프리미엄램 직수입으로 가격거품제거 @히츠지야 익선점만의 차별점 1. 일본 나카스 포장마차 거리를 한옥으로~ 2. 종로 최초 노미호다이 코스(20종 주류 무한리필) 3. 종로 최고 가성비의 양갈비 양고기 무한리필 4. 일본식 포장마차 다찌구조 감성과 오마카세식 접객 @예약안내 예약은 현장 방문자를 위해 1시간당 1~2팀만 받고 있습니다. 화로구이이므로 4인 기준 화로는 1개만 제공됩니다. 원활한 안내와 매장 이용을 위해 이 모든점 양해부탁드립니다. @장소안내 유명한 명소인 온천집과 청수당 옆에 있어요. ^^
361,히츠지야 익선,히츠지야 코스(3~4인),35종로3가역4번 출구에서219m,영업 중21:30에 라스트오더21시 30분에 라스트오더,단체 이용 가능 예약 무선 인터넷,우리나라에 이런 독특한 컨셉의 양고기 맛집이 또 있을까요?? ^^ 히츠지야 익선은 타 지점과는 차원이 다르게 전통 한옥을 일본의 나카스 포장마차거리로 재설계한 컨셉으로 데이트 커플들의 명소 예약중!! 익선동에서 가장 일본여행 온 느낌의 맛집으로 알려지며 방송 섭외 광고 잡지사 등의 촬영 장소로 협찬 중이기도 합니다. 가게 전체가 리얼 일본 포토존 그 잡채~ ^^ 본점이 핫플들을 대표하는 맛집인만큼 익선동에서도 1등 맛집으로 자리잡고 싶어요~ 히츠지야는 생방송투데이 2004회 MBC 생방송 오늘저녁 1436회 수요미식회 에비스 맥주 방영 등 검증된 맛집으로 홋카이도의 전통 맛과 일본 현지 감성을 그대로 익선동에서도 느끼실 수 있으실 거예요~ ^^ @대표메뉴 이 두가지 메뉴를 함께 선택하시면 이득입니다. 1. 특상 타베호다이 코스(양고기 무한리필) 2. 노미호다이 코스(20가지 주류 무한리필) @히츠지야의 특화점 1. 일본 홋카이도에서 온 징기스칸 전문점 2. 생후 6개월 미만의 어린양을 사용 3. 누룩 숙성방식을 사용하여 잡내가 없음 4. 호주에서 프리미엄램 직수입으로 가격거품제거 @히츠지야 익선점만의 차별점 1. 일본 나카스 포장마차 거리를 한옥으로~ 2. 종로 최초 노미호다이 코스(20종 주류 무한리필) 3. 종로 최고 가성비의 양갈비 양고기 무한리필 4. 일본식 포장마차 다찌구조 감성과 오마카세식 접객 @예약안내 예약은 현장 방문자를 위해 1시간당 1~2팀만 받고 있습니다. 화로구이이므로 4인 기준 화로는 1개만 제공됩니다. 원활한 안내와 매장 이용을 위해 이 모든점 양해부탁드립니다. @장소안내 유명한 명소인 온천집과 청수당 옆에 있어요. ^^
362,히츠지야 익선,훗카이도 코스(1~2인분),35종로3가역4번 출구에서219m,영업 중21:30에 라스트오더21시 30분에 라스트오더,단체 이용 가능 예약 무선 인터넷,우리나라에 이런 독특한 컨셉의 양고기 맛집이 또 있을까요?? ^^ 히츠지야 익선은 타 지점과는 차원이 다르게 전통 한옥을 일본의 나카스 포장마차거리로 재설계한 컨셉으로 데이트 커플들의 명소 예약중!! 익선동에서 가장 일본여행 온 느낌의 맛집으로 알려지며 방송 섭외 광고 잡지사 등의 촬영 장소로 협찬 중이기도 합니다. 가게 전체가 리얼 일본 포토존 그 잡채~ ^^ 본점이 핫플들을 대표하는 맛집인만큼 익선동에서도 1등 맛집으로 자리잡고 싶어요~ 히츠지야는 생방송투데이 2004회 MBC 생방송 오늘저녁 1436회 수요미식회 에비스 맥주 방영 등 검증된 맛집으로 홋카이도의 전통 맛과 일본 현지 감성을 그대로 익선동에서도 느끼실 수 있으실 거예요~ ^^ @대표메뉴 이 두가지 메뉴를 함께 선택하시면 이득입니다. 1. 특상 타베호다이 코스(양고기 무한리필) 2. 노미호다이 코스(20가지 주류 무한리필) @히츠지야의 특화점 1. 일본 홋카이도에서 온 징기스칸 전문점 2. 생후 6개월 미만의 어린양을 사용 3. 누룩 숙성방식을 사용하여 잡내가 없음 4. 호주에서 프리미엄램 직수입으로 가격거품제거 @히츠지야 익선점만의 차별점 1. 일본 나카스 포장마차 거리를 한옥으로~ 2. 종로 최초 노미호다이 코스(20종 주류 무한리필) 3. 종로 최고 가성비의 양갈비 양고기 무한리필 4. 일본식 포장마차 다찌구조 감성과 오마카세식 접객 @예약안내 예약은 현장 방문자를 위해 1시간당 1~2팀만 받고 있습니다. 화로구이이므로 4인 기준 화로는 1개만 제공됩니다. 원활한 안내와 매장 이용을 위해 이 모든점 양해부탁드립니다. @장소안내 유명한 명소인 온천집과 청수당 옆에 있어요. ^^
